,cik
85519,743240.0
85520,827056.0
85521,1040660.0
85522,711065.0
85523,
85524,1031329.0
85525,1016951.0
85526,720154.0
85527,780118.0
85528,1046406.0
85530,1030839.0
85531,1025702.0
85532,1046304.0
85533,1006459.0
85534,893771.0
85535,766705.0
85536,1047073.0
85538,855743.0
85539,1015155.0
85540,1042187.0
85541,1044914.0
85542,1046594.0
85543,732814.0
85544,
85546,1045007.0
85547,852450.0
85548,39135.0
85549,1043914.0
85550,1045014.0
85551,829761.0
85553,1045549.0
85554,1044738.0
85555,1044993.0
85556,900091.0
85557,1029688.0
85559,927807.0
85560,1011418.0
85561,854418.0
85562,936094.0
85563,1044440.0
85564,1037649.0
85565,883107.0
85566,1045536.0
85567,1001115.0
85568,1038541.0
85570,727273.0
85571,835887.0
85572,1031927.0
85573,1045560.0
85574,1047121.0
85575,934509.0
85576,1046327.0
85578,1026405.0
85579,945688.0
85581,1047021.0
85583,1044167.0
85584,1041077.0
85586,779544.0
85587,
85588,1036261.0
85589,1046112.0
85590,949874.0
85593,1004434.0
85594,746631.0
85596,1043432.0
85597,1044612.0
85598,1044478.0
85599,20388.0
85603,914384.0
85610,1047378.0
85606,1039690.0
85607,8137.0
85609,1045989.0
85611,1045769.0
85612,1044979.0
85613,1027881.0
85615,761272.0
85618,1043339.0
85620,1026816.0
85621,1037646.0
85622,1034258.0
85623,752296.0
85625,1487730.0
85626,
85627,1043509.0
85629,1022438.0
85630,1043274.0
85631,769397.0
85634,
85641,1046284.0
85638,1046204.0
85640,1040441.0
85645,1046257.0
85646,1046859.0
85647,1049108.0
85648,1042647.0
85649,
85650,778705.0
85651,1050891.0
85652,
85653,1209028.0
85654,
85655,1047749.0
85656,879635.0
85658,1047122.0
85661,1042801.0
85662,1044864.0
85663,1067701.0
85666,754876.0
85668,921506.0
85669,1041753.0
85670,1043438.0
85671,896747.0
85672,1044865.0
85673,1018336.0
85674,720411.0
85675,1678531.0
85676,1678531.0
85677,1001111.0
85678,
85679,1109848.0
85680,1071992.0
85682,22229.0
85684,801051.0
85685,856569.0
85686,1005201.0
85689,1015464.0
85690,911684.0
85692,1020319.0
85693,1044676.0
85694,1180262.0
85695,1047118.0
85696,1046032.0
85697,1041179.0
85699,913275.0
85700,946323.0
85702,1047098.0
85703,716459.0
85704,1038271.0
85707,1046212.0
85708,1046587.0
85709,1000278.0
85710,833640.0
85712,1042456.0
85713,1009833.0
85714,925464.0
85715,1047385.0
85716,1045150.0
85717,1046183.0
85718,
85719,1010724.0
85720,
85721,1046209.0
85722,1029553.0
85723,34371.0
85724,1046568.0
85725,913341.0
85726,852772.0
85727,1042323.0
85728,1047170.0
85729,912262.0
85730,731244.0
85731,1046025.0
85732,1049625.0
85733,1039208.0
85734,1020359.0
85735,846615.0
85736,1070517.0
85737,882859.0
85738,1049521.0
85739,944765.0
85740,1044880.0
85741,1128361.0
85744,1041024.0
85745,1017822.0
85746,764205.0
85748,857499.0
85749,811671.0
85750,1044847.0
85751,1046050.0
85752,1045689.0
85753,1014473.0
85754,9096.0
85755,1050031.0
85756,924095.0
85757,1036848.0
85758,823844.0
85759,833845.0
85760,1032997.0
85762,751926.0
85767,1046128.0
85768,1048268.0
85769,1018848.0
85770,1046131.0
85775,1043505.0
85776,1047881.0
85781,1047643.0
85782,1024096.0
85786,895364.0
85787,
85789,1299939.0
85791,1048275.0
85792,1050915.0
85796,1050825.0
85797,
85798,1028954.0
85800,1047113.0
85802,885672.0
85803,1048982.0
85804,948072.0
85805,1036296.0
85807,1048422.0
85808,1050372.0
85809,1051430.0
85810,812699.0
85811,1046817.0
85812,1042799.0
85813,1050992.0
85814,1050122.0
85815,1048135.0
85816,1049480.0
85818,1048897.0
85819,1033864.0
85820,32020.0
85821,820917.0
85822,1049758.0
85823,791958.0
85824,1047202.0
85825,1161396.0
85826,735526.0
85827,946392.0
85828,1046207.0
85829,1041550.0
85830,1392285.0
85831,1037330.0
85832,1051379.0
85834,732786.0
85835,1048740.0
85836,1036425.0
85837,949876.0
85838,847383.0
85839,1050007.0
85840,1041665.0
85841,702592.0
85842,754128.0
85843,1046685.0
85845,791450.0
85846,1051009.0
85847,802967.0
85849,1017156.0
85850,930481.0
85852,1048796.0
85853,926134.0
85854,1000495.0
85855,1016794.0
85856,1049711.0
85857,1109525.0
85858,1049588.0
85859,1003213.0
85860,1049782.0
85861,1049535.0
85862,1052439.0
85863,1050797.0
85864,1030653.0
85865,894267.0
85866,1051591.0
85867,
85868,911801.0
85869,771498.0
85870,
85872,1016741.0
85873,
85874,1050894.0
85875,315709.0
85876,945734.0
85877,751354.0
85878,929846.0
85879,1053148.0
85880,814250.0
85881,1042162.0
85882,1046578.0
85883,1013272.0
85884,1051285.0
85885,772263.0
85886,1050377.0
85887,1048142.0
85889,924717.0
85892,1051556.0
85893,768384.0
85894,1051490.0
85895,
85899,1048767.0
85900,1051848.0
85901,1048536.0
85902,1051825.0
85903,1049606.0
85904,1029590.0
85909,1040719.0
85906,770503.0
85908,1045309.0
85913,1048286.0
85914,764478.0
85919,1047747.0
85921,1050504.0
85922,830257.0
85923,1042291.0
85924,1052637.0
85926,1012100.0
85927,851720.0
85928,1016608.0
85929,905036.0
85930,1056312.0
85931,1052100.0
85933,1044942.0
85936,912737.0
85939,1052595.0
85943,1047947.0
85944,1029267.0
85945,46619.0
85946,1041652.0
85948,1047125.0
85949,709502.0
85950,1050996.0
85951,1053650.0
85952,948929.0
85953,1029744.0
85955,1055231.0
85956,
85957,726077.0
85959,1028087.0
85962,1031911.0
85963,1054374.0
85964,1050025.0
85965,779334.0
85966,711669.0
85967,1051067.0
85968,1051000.0
85969,1053949.0
85971,1372041.0
85972,1053706.0
85973,780265.0
85974,844008.0
85975,1051209.0
85976,895541.0
85977,1051904.0
85978,716457.0
85979,
85980,1051871.0
85981,737738.0
85982,1037390.0
85983,
85984,1052262.0
85985,1052958.0
85986,1051431.0
85987,46043.0
85989,1056093.0
85991,794323.0
85992,1056696.0
85993,1025148.0
85994,1051741.0
85995,1030339.0
85996,353191.0
85997,
85998,1054853.0
85999,884892.0
86000,925610.0
86002,1051253.0
86003,1055355.0
86004,1077771.0
86005,
86006,1049231.0
86008,104777.0
86010,1042068.0
86016,1024095.0
86017,849240.0
86018,46738.0
86020,
86021,1039101.0
86022,1054588.0
86025,1617667.0
86026,1054905.0
86028,1057507.0
86030,924654.0
86036,769794.0
86034,865754.0
86037,1053178.0
86039,1055684.0
86041,1030048.0
86042,1003344.0
86048,1057379.0
86043,1052773.0
86044,738010.0
86045,1056286.0
86047,1047127.0
86049,1054000.0
86050,1005974.0
86051,1051627.0
86052,774553.0
86053,1044862.0
86054,1056294.0
86055,1057709.0
86056,921085.0
86057,1002276.0
86058,1057187.0
86060,945379.0
86062,1052054.0
86063,1040850.0
86064,
86065,1056326.0
86066,1054538.0
86067,1058867.0
86068,1065304.0
86069,882378.0
86070,1017648.0
86071,1057257.0
86073,1051114.0
86074,752268.0
86075,874495.0
86076,1060558.0
86077,1117042.0
86078,1037827.0
86079,14280.0
86080,1006281.0
86082,1057672.0
86083,1054102.0
86085,1055286.0
86086,
86087,316845.0
86088,1034379.0
86089,1022959.0
86090,946661.0
86091,705432.0
86092,913277.0
86093,1056562.0
86094,1054748.0
86095,
86096,1040956.0
86097,1318220.0
86098,1034760.0
86101,932772.0
86102,1056288.0
86103,1060009.0
86106,880285.0
86107,1019876.0
86108,753263.0
86109,1556739.0
86112,1060024.0
86113,1061069.0
86116,715583.0
86118,1058575.0
86120,
86122,933738.0
86123,1054930.0
86124,802681.0
86125,1057949.0
86128,1057060.0
86131,1016965.0
86132,764545.0
86133,1020950.0
86134,898174.0
86136,1032208.0
86137,828360.0
86139,1059579.0
86140,1059706.0
86142,1055246.0
86175,754509.0
86148,1055458.0
86149,1058590.0
86150,1059272.0
86151,1055870.0
86153,1059019.0
86154,1057207.0
86155,1058623.0
86156,1059167.0
86157,1028734.0
86158,1058290.0
86159,783141.0
86160,
86161,1064015.0
86162,842640.0
86163,1056811.0
86164,1055455.0
86165,778164.0
86166,1050167.0
86167,1292731.0
86168,828750.0
86170,1049129.0
86171,1003515.0
86172,1060233.0
86173,1024302.0
86174,1057232.0
86176,1047699.0
86178,1059562.0
86179,1059363.0
86180,1059786.0
86181,872947.0
86183,351359.0
86184,
86185,1058441.0
86187,1528849.0
86188,924505.0
86189,1055454.0
86191,764579.0
86193,1060531.0
86195,
86196,1016125.0
86197,1014851.0
86198,1040017.0
86199,1058690.0
86200,1055564.0
86204,
86207,1269132.0
86208,1052914.0
86209,1054579.0
86210,
86211,1050446.0
86212,355271.0
86213,1036419.0
86215,917331.0
86216,1049049.0
86219,1052489.0
86225,1061202.0
86226,1059341.0
86227,1280191.0
86228,1060391.0
86230,866535.0
86233,1065059.0
86235,1052837.0
86236,1062478.0
86237,1059763.0
86238,1058703.0
86239,19020.0
86240,1391137.0
86241,1061236.0
86242,729580.0
86243,805907.0
86244,1061646.0
86245,353650.0
86246,1018074.0
86248,809012.0
86249,1046880.0
86250,1060523.0
86251,1022964.0
86252,921742.0
86253,1058438.0
86254,1060329.0
86255,724198.0
86256,1041712.0
86257,1134971.0
86258,851368.0
86259,1057746.0
86260,31347.0
86261,1311482.0
86262,1035271.0
86263,760458.0
86264,1010961.0
86265,948263.0
86266,1061117.0
86267,1041255.0
86268,1057007.0
86269,1059078.0
86270,1359555.0
86271,747837.0
86272,1061763.0
86273,1020862.0
86274,1061915.0
86276,1060753.0
86277,1057570.0
86278,
86279,1027324.0
86280,
86281,711039.0
86282,
86283,1116086.0
86284,1025573.0
86286,1047537.0
86287,921557.0
86288,1057352.0
86289,1061857.0
86290,766792.0
86293,1011698.0
86294,920986.0
86295,1058539.0
86296,1035700.0
86297,1061762.0
86298,1060390.0
86299,707886.0
86300,926164.0
86301,1059581.0
86302,1053352.0
86304,760993.0
86305,1062047.0
86307,1063744.0
86309,1062515.0
86310,1005653.0
86311,1062441.0
86312,1060219.0
86315,824719.0
86316,1063980.0
86317,1057637.0
86318,1063880.0
86319,854852.0
86320,1059574.0
86322,1062530.0
86323,1034088.0
86324,1031283.0
86325,1047406.0
86327,739512.0
86328,1062777.0
86329,1058828.0
86330,1019654.0
86331,1037067.0
86332,913072.0
86333,1047188.0
86334,1062621.0
86335,
86337,1052303.0
86338,1062195.0
86340,1059024.0
86342,1063921.0
86343,
86344,1065253.0
86345,1067462.0
86350,1062780.0
86351,1074972.0
86352,1066808.0
86354,1017158.0
86355,899166.0
86356,1065088.0
86357,316300.0
86359,1065932.0
86360,1065049.0
86361,64247.0
86362,945699.0
86363,1165532.0
86368,1066806.0
86370,
86379,1050080.0
86380,1052100.0
86382,314489.0
86384,736772.0
86385,1063918.0
86386,771552.0
86388,1009779.0
86389,1069546.0
86390,1039759.0
86391,
86400,1050671.0
86392,1064236.0
86393,1063438.0
86394,
86396,1089720.0
86397,1065823.0
86401,1068002.0
86407,
86411,1069822.0
86412,898802.0
86414,
86415,755875.0
86419,1010002.0
86420,1066284.0
86421,1066010.0
86422,57201.0
86423,768260.0
86424,1059976.0
86425,1067056.0
86426,
86429,
86430,1006368.0
86431,
86432,1068851.0
86433,1061692.0
86435,1069996.0
86436,1066684.0
86437,1061580.0
86438,
86439,857847.0
86440,1285224.0
86441,1018797.0
86443,
86444,1055726.0
86445,1070518.0
86446,
86447,1070794.0
86448,1068044.0
86450,755911.0
86459,
86460,1024124.0
86466,745651.0
86474,740664.0
86482,771722.0
86487,1026819.0
86489,827187.0
86496,1069353.0
86497,1066254.0
86498,1065857.0
86499,
86501,1001279.0
86503,851635.0
86511,766041.0
86512,1065298.0
86514,1064710.0
86515,1067206.0
86516,1035770.0
86519,1089754.0
86520,1070361.0
86521,81050.0
86522,
86523,815017.0
86525,1066026.0
86526,1070680.0
86527,1065246.0
86528,1063257.0
86529,1070259.0
86530,826821.0
86531,1068300.0
86532,1062184.0
86533,1485001.0
86534,1039889.0
86536,1053691.0
86537,1069669.0
86538,1063199.0
86539,1030108.0
86540,1044007.0
86541,1067489.0
86542,1006637.0
86543,1163428.0
86544,1068875.0
86546,721408.0
86547,1062231.0
86548,1072343.0
86554,773548.0
86560,1067837.0
86562,774349.0
86565,1016139.0
86566,796317.0
86567,852618.0
86568,1070321.0
86569,1043769.0
86570,883476.0
86573,1070296.0
86574,1068912.0
86575,
86576,1061068.0
86577,917731.0
86578,1071255.0
86579,1258655.0
86580,1045810.0
86582,1070154.0
86583,1071341.0
86584,
86585,935322.0
86586,878436.0
86587,1073292.0
86589,749647.0
86590,1259045.0
86591,1521332.0
86592,1068169.0
86593,1060349.0
86594,56679.0
86595,827230.0
86597,738830.0
86602,894253.0
86610,19930.0
86626,775820.0
86634,738014.0
86642,778161.0
86669,
86677,773657.0
86685,351077.0
86693,
86706,949159.0
86709,1065087.0
86710,1068843.0
86712,887356.0
86713,1063085.0
86714,841074.0
86715,1066134.0
86716,818633.0
86717,1073349.0
86718,1065591.0
86719,1069157.0
86720,1066104.0
86721,1326583.0
86722,746512.0
86723,1063167.0
86724,1025134.0
86725,1073431.0
86726,
86727,1024787.0
86728,1056358.0
86729,1014383.0
86732,1068726.0
86733,824740.0
86734,1071346.0
86735,1073967.0
86737,1068891.0
86738,1043946.0
86739,1042185.0
86740,1016601.0
86741,1075316.0
86743,23259.0
86744,1068084.0
86746,1507934.0
86747,
86748,1074530.0
86749,
86751,1063942.0
86758,1068848.0
86756,1076405.0
86759,1060990.0
86761,1072886.0
86762,
86763,1023364.0
86765,
86766,1077009.0
86767,1059623.0
86768,1060801.0
86769,1076411.0
86770,1052102.0
86772,1072765.0
86773,799321.0
86774,1016959.0
86775,1063193.0
86777,1074767.0
86778,1049502.0
86779,
86780,1072978.0
86781,22244.0
86782,1075530.0
86783,1075531.0
86784,1074676.0
86786,26537.0
86787,716214.0
86788,1075046.0
86789,1079028.0
86790,1074908.0
86791,1079023.0
86792,1015854.0
86793,1366367.0
86794,1070042.0
86795,1075314.0
86798,311172.0
86799,1070412.0
86800,352812.0
86801,1077552.0
86803,
86804,1084580.0
86806,1428156.0
86807,1069845.0
86809,1079577.0
86810,1069878.0
86812,1043186.0
86813,1068887.0
86814,741516.0
86815,1065152.0
86816,1078577.0
86818,909108.0
86819,1464343.0
86820,1490906.0
86821,1071119.0
86822,1078271.0
86823,1074543.0
86824,1123276.0
86826,1074078.0
86827,1066605.0
86828,1035632.0
86829,882509.0
86830,1080099.0
86831,
86832,1076582.0
86833,1074927.0
86834,1016134.0
86836,1078295.0
86837,
86838,1078203.0
86840,850579.0
86841,1070052.0
86842,1075088.0
86843,937015.0
86844,1058425.0
86845,715096.0
86847,1337885.0
86848,1076732.0
86849,1049889.0
86850,1030058.0
86853,
86858,1046501.0
86859,
86860,1078693.0
86861,744778.0
86862,1065869.0
86864,1064535.0
86865,314340.0
86866,878726.0
86867,1026392.0
86868,886982.0
86875,754495.0
86876,929008.0
86877,1080764.0
86878,1080359.0
86879,1081614.0
86880,
86881,1009626.0
86882,1078404.0
86883,1065748.0
86884,1080232.0
86885,1031951.0
86886,1080187.0
86887,1080340.0
86888,1043389.0
86889,1078207.0
86890,1080224.0
86891,1052245.0
86892,1081202.0
86893,1078292.0
86894,37525.0
86895,1518222.0
86896,723188.0
86897,1065351.0
86898,1018035.0
86899,1301611.0
86900,1050132.0
86901,1072313.0
86902,1039446.0
86903,1078284.0
86904,1009386.0
86905,1080558.0
86906,1022397.0
86907,1081015.0
86908,1079880.0
86909,747902.0
86910,1069469.0
86912,1081389.0
86913,1080306.0
86914,1081290.0
86915,1073429.0
86916,1041657.0
86917,701319.0
86918,1079451.0
86919,1027108.0
86920,1057334.0
86922,1051118.0
86923,1074771.0
86924,1080056.0
86925,1092319.0
86926,1057758.0
86927,
86928,1081394.0
86930,1069665.0
86931,1079406.0
86932,1078425.0
86933,751148.0
86934,1070534.0
86935,1082423.0
86936,1081393.0
86937,1080205.0
86940,850218.0
86941,769525.0
86945,1045280.0
86946,1275283.0
86949,1065837.0
86950,1085095.0
86951,34489.0
86952,1065728.0
86953,1066197.0
86955,1082000.0
86956,1065736.0
86957,
86958,934280.0
86959,1080667.0
86960,745770.0
86976,1224608.0
86961,1082337.0
86962,1065013.0
86963,
86964,1048695.0
86965,862831.0
86966,1082735.0
86967,1071522.0
86968,1060439.0
86969,1081197.0
86970,
86971,319019.0
86972,1075244.0
86973,
86974,1158019.0
86975,
86977,1083712.0
86978,1084329.0
86979,1043604.0
86980,1073794.0
86981,1082690.0
86982,1078717.0
86983,1081661.0
86984,855890.0
86985,1084482.0
86986,1054709.0
86988,888953.0
86989,1078099.0
86990,1082506.0
86991,1084400.0
86992,
86993,915862.0
86994,1084145.0
86995,1084332.0
86997,1042091.0
86998,1083087.0
86999,1073508.0
87000,1082923.0
87001,1019180.0
87002,1082484.0
87004,750595.0
87005,814055.0
87006,1082554.0
87007,
87008,1081004.0
87009,1071620.0
87011,1082193.0
87012,769626.0
87013,1084755.0
87014,1130144.0
87015,1082456.0
87016,1774170.0
87018,1081665.0
87019,1065633.0
87020,889936.0
87021,1078259.0
87022,1060311.0
87023,1036968.0
87024,
87027,1084304.0
87028,1070602.0
87029,1066806.0
87030,749251.0
87031,318771.0
87034,1069202.0
87035,771252.0
87036,1064063.0
87039,759718.0
87040,802481.0
87041,1072471.0
87043,709283.0
87044,
87047,716407.0
87048,1081920.0
87049,1394069.0
87050,1087243.0
87051,1077926.0
87052,1082852.0
87053,924383.0
87054,1059324.0
87055,909832.0
87056,1048477.0
87057,815508.0
87058,1047499.0
87059,1048044.0
87062,1085098.0
87063,746550.0
87064,1057489.0
87065,1085061.0
87066,1065332.0
87067,765207.0
87069,1070524.0
87070,921847.0
87071,
87072,1079786.0
87073,1065910.0
87074,1077370.0
87075,1084048.0
87076,1016613.0
87077,1084961.0
87078,1124804.0
87079,1075343.0
87081,1084827.0
87082,1086472.0
87083,1077301.0
87084,1082324.0
87085,76174.0
87086,1085869.0
87087,1052593.0
87088,1041318.0
87089,1042173.0
87091,1086384.0
87090,809222.0
87092,1085280.0
87093,1080922.0
87095,1060595.0
87097,1062019.0
87098,1072688.0
87099,1086195.0
87100,1054298.0
87101,895921.0
87102,1068292.0
87103,1131806.0
87104,1046558.0
87105,1086467.0
87106,1084573.0
87107,1059130.0
87108,1084722.0
87109,1036584.0
87110,1084421.0
87111,1085776.0
87113,1072815.0
87114,1042729.0
87115,1078073.0
87116,813562.0
87118,1011344.0
87119,778808.0
87121,1050606.0
87122,1080088.0
87123,1085634.0
87124,1037737.0
87126,1067797.0
87127,769589.0
87131,1060749.0
87134,1085734.0
87135,
87137,1090012.0
87138,1054070.0
87139,1036960.0
87140,1089044.0
87143,773720.0
87146,1035675.0
87148,311046.0
87149,1085482.0
87150,1054422.0
87151,721675.0
87153,1088653.0
87154,1078006.0
87155,1088147.0
87156,1088022.0
87157,1058430.0
87158,1086757.0
87159,1036290.0
87160,1056923.0
87161,1086606.0
87162,1084869.0
87163,1021435.0
87164,1065984.0
87165,1085770.0
87166,1087728.0
87167,1085621.0
87169,1060326.0
87170,742686.0
87171,1061384.0
87172,1058299.0
87173,1641129.0
87174,1087194.0
87175,1081182.0
87176,1082797.0
87177,917707.0
87178,1086939.0
87179,1078075.0
87180,1087779.0
87182,1088033.0
87183,1079996.0
87184,1087423.0
87185,1052743.0
87186,761228.0
87187,1067822.0
87188,1067606.0
87189,1022509.0
87191,1086637.0
87192,85149.0
87193,
87194,726435.0
87195,1072369.0
87197,
87200,894172.0
87202,
87203,353646.0
87205,37912.0
87206,37912.0
87207,713138.0
87211,1088771.0
87214,1090061.0
87215,783458.0
87216,1087782.0
87218,746481.0
87219,1092013.0
87220,1089909.0
87221,1089925.0
87222,1076016.0
87223,775995.0
87224,1039242.0
87225,1086937.0
87226,
87227,1066194.0
87228,1089613.0
87229,1090071.0
87230,1087277.0
87231,754086.0
87232,1085818.0
87233,1089874.0
87235,938578.0
87236,1056386.0
87237,1088755.0
87238,1061895.0
87239,1088024.0
87240,1081207.0
87241,1089907.0
87242,1032761.0
87243,1088820.0
87244,907093.0
87246,1014845.0
87247,1071342.0
87248,1086844.0
87249,1087831.0
87250,790168.0
87252,1072048.0
87253,1087879.0
87254,1089697.0
87255,1088825.0
87256,1088214.0
87257,1497350.0
87258,1087943.0
87259,1087322.0
87260,1068885.0
87261,1142701.0
87264,1517650.0
87265,1050808.0
87266,705776.0
87267,1364742.0
87268,1091883.0
87274,830143.0
87269,1075706.0
87277,1091801.0
87281,1644147.0
87282,
87283,1644147.0
87284,1068144.0
87287,1074681.0
87288,
87292,1089976.0
87294,1035398.0
87295,1195454.0
87298,1093434.0
87299,1086222.0
87300,
87301,1003607.0
87302,1054721.0
87303,764577.0
87304,1076643.0
87305,
87306,1092006.0
87308,
87309,1081154.0
87310,1093207.0
87311,723799.0
87312,1093193.0
87313,1002658.0
87314,1037275.0
87315,1088330.0
87316,1085866.0
87318,1050441.0
87319,1092917.0
87320,1088514.0
87321,1089872.0
87322,832324.0
87323,1090445.0
87324,
87325,
87326,1002119.0
87327,1042431.0
87328,1084561.0
87329,1094087.0
87330,745460.0
87331,
87332,1093576.0
87333,1084750.0
87334,1081404.0
87335,1002636.0
87336,1089979.0
87337,1093691.0
87338,1093221.0
87340,1088144.0
87341,1092325.0
87342,927720.0
87343,1092367.0
87345,1003214.0
87346,746156.0
87347,1058959.0
87348,1001136.0
87349,1091973.0
87350,1092458.0
87351,1089953.0
87352,1089026.0
87353,1087955.0
87354,746870.0
87355,1090156.0
87356,1091907.0
87362,779226.0
87357,1091530.0
87359,1089717.0
87361,1057083.0
87363,727489.0
87364,882508.0
87365,1084609.0
87373,1089511.0
87374,1095862.0
87375,1080029.0
87376,1084866.0
87377,1643858.0
87378,1091667.0
87379,1089143.0
87380,1053355.0
87382,1047427.0
87383,941775.0
